"Plot Title: qixiangyuan"
"#","Date Time, GMT+08:00","Temp, °F","rain, mm","Coupler Attached","Host Connected","End Of File"
534,04/29/16 下午04时30分00秒,76.006,,,,
535,04/29/16 下午05时00分00秒,76.006,,,,
536,04/29/16 下午05时30分00秒,74.271,,,,
537,04/29/16 下午06时00分00秒,72.718,,,,
538,04/29/16 下午06时30分00秒,72.199,,,,
539,04/29/16 下午07时00分00秒,69.449,,,,
540,04/29/16 下午07时30分00秒,67.735,,,,
541,04/29/16 下午08时00分00秒,66.193,,,,
542,04/29/16 下午08时30分00秒,64.996,,,,
543,04/29/16 下午09时00分00秒,63.797,,,,
544,04/29/16 下午09时30分00秒,62.425,,,,
545,04/29/16 下午10时00分00秒,60.883,,,,
546,04/29/16 下午10时30分00秒,59.680,,,,
547,04/29/16 下午11时00分00秒,58.476,,,,
548,04/29/16 下午11时30分00秒,57.096,,,,
549,04/30/16 上午12时00分00秒,56.230,,,,
550,04/30/16 上午12时30分00秒,55.017,,,,
551,04/30/16 上午01时00分00秒,54.147,,,,
552,04/30/16 上午01时30分00秒,53.623,,,,
553,04/30/16 上午02时00分00秒,52.576,,,,
554,04/30/16 上午02时30分00秒,52.576,,,,
555,04/30/16 上午03时00分00秒,51.346,,,,
556,04/30/16 上午03时30分00秒,50.466,,,,
557,04/30/16 上午04时00分00秒,49.404,,,,
558,04/30/16 上午04时30分00秒,49.050,,,,
559,04/30/16 上午05时00分00秒,48.871,,,,
560,04/30/16 上午05时30分00秒,47.446,,,,
561,04/30/16 上午06时00分00秒,46.908,,,,
562,04/30/16 上午06时30分00秒,46.728,,,,
563,04/30/16 上午07时00分00秒,47.266,,,,
564,04/30/16 上午07时30分00秒,48.339,,,,
565,04/30/16 上午08时00分00秒,49.050,,,,
566,04/30/16 上午08时30分00秒,50.643,,,,
567,04/30/16 上午09时00分00秒,52.750,,,,
568,04/30/16 上午09时30分00秒,54.669,,,,
569,04/30/16 上午10时00分00秒,56.230,,,,
570,04/30/16 上午10时30分00秒,58.647,,,,
571,04/30/16 上午11时00分00秒,61.398,,,,
572,04/30/16 上午11时30分00秒,64.996,,,,
573,04/30/16 下午12时00分00秒,67.564,,,,
574,04/30/16 下午12时30分00秒,69.278,,,,
575,04/30/16 下午01时00分00秒,72.028,,,,
576,04/30/16 下午01时30分00秒,71.168,,,,
577,04/30/16 下午02时00分00秒,72.891,,,,
578,04/30/16 下午02时30分00秒,73.926,,,,
579,04/30/16 下午03时00分00秒,73.753,,,,
580,04/30/16 下午03时30分00秒,72.718,,,,
581,04/30/16 下午04时00分00秒,70.308,,,,
582,04/30/16 下午04时30分00秒,63.455,,,,
583,04/30/16 下午04时31分05秒,,1.0,,,
584,04/30/16 下午04时32分18秒,,1.2,,,
585,04/30/16 下午04时35分20秒,,1.4,,,
586,04/30/16 下午04时36分49秒,,1.6,,,
587,04/30/16 下午04时38分21秒,,1.8,,,
588,04/30/16 下午04时39分54秒,,2.0,,,
589,04/30/16 下午04时45分48秒,,2.2,,,
590,04/30/16 下午04时49分30秒,,2.4,,,
591,04/30/16 下午04时57分15秒,,2.6,,,
592,04/30/16 下午05时00分00秒,56.923,,,,
593,04/30/16 下午05时02分44秒,,2.8,,,
594,04/30/16 下午05时13分10秒,,3.0,,,
595,04/30/16 下午05时30分00秒,54.495,,,,
596,04/30/16 下午05时33分41秒,,3.2,,,
597,04/30/16 下午05时43分46秒,,3.4,,,
598,04/30/16 下午05时47分46秒,,3.6,,,
599,04/30/16 下午05时50分09秒,,3.8,,,
600,04/30/16 下午05时52分20秒,,4.0,,,
601,04/30/16 下午06时00分00秒,52.401,,,,
602,04/30/16 下午06时00分15秒,,4.2,,,
603,04/30/16 下午06时17分33秒,,4.4,,,
604,04/30/16 下午06时30分00秒,51.874,,,,
605,04/30/16 下午07时00分00秒,53.274,,,,
606,04/30/16 下午07时30分00秒,52.925,,,,
607,04/30/16 下午08时00分00秒,52.225,,,,
608,04/30/16 下午08时30分00秒,51.699,,,,
609,04/30/16 下午09时00分00秒,50.466,,,,
610,04/30/16 下午09时30分00秒,49.937,,,,
611,04/30/16 下午10时00分00秒,49.582,,,,
612,04/30/16 下午10时30分00秒,49.759,,,,
613,04/30/16 下午11时00分00秒,49.582,,,,
614,04/30/16 下午11时30分00秒,48.339,,,,
615,05/01/16 上午12时00分00秒,48.517,,,,
616,05/01/16 上午12时30分00秒,47.802,,,,
617,05/01/16 上午01时00分00秒,47.624,,,,
618,05/01/16 上午01时30分00秒,46.548,,,,
619,05/01/16 上午02时00分00秒,45.828,,,,
620,05/01/16 上午02时30分00秒,45.648,,,,
621,05/01/16 上午03时00分00秒,44.742,,,,
622,05/01/16 上午03时30分00秒,45.104,,,,
623,05/01/16 上午04时00分00秒,45.104,,,,
624,05/01/16 上午04时30分00秒,44.560,,,,
625,05/01/16 上午05时00分00秒,46.008,,,,
626,05/01/16 上午05时30分00秒,45.648,,,,
627,05/01/16 上午06时00分00秒,44.379,,,,
628,05/01/16 上午06时30分00秒,45.466,,,,
629,05/01/16 上午07时00分00秒,46.548,,,,
630,05/01/16 上午07时30分00秒,47.624,,,,
631,05/01/16 上午08时00分00秒,46.908,,,,
632,05/01/16 上午08时30分00秒,49.228,,,,
633,05/01/16 上午09时00分00秒,52.925,,,,
634,05/01/16 上午09时30分00秒,54.842,,,,
635,05/01/16 上午10时00分00秒,58.131,,,,
636,05/01/16 上午10时30分00秒,61.227,,,,
637,05/01/16 上午11时00分00秒,64.139,,,,
638,05/01/16 上午11时30分00秒,64.825,,,,
639,05/01/16 下午12时00分00秒,64.825,,,,
640,05/01/16 下午12时30分00秒,64.481,,,,
641,05/01/16 下午01时00分00秒,66.366,,,,
642,05/01/16 下午01时30分00秒,67.392,,,,
643,05/01/16 下午02时00分00秒,68.421,,,,
644,05/01/16 下午02时30分00秒,67.906,,,,
645,05/01/16 下午03时00分00秒,69.107,,,,
646,05/01/16 下午03时30分00秒,68.421,,,,
647,05/01/16 下午04时00分00秒,67.735,,,,
648,05/01/16 下午04时30分00秒,66.193,,,,
649,05/01/16 下午05时00分00秒,64.481,,,,
650,05/01/16 下午05时30分00秒,63.111,,,,
651,05/01/16 下午06时00分00秒,60.883,,,,
652,05/01/16 下午06时30分00秒,57.958,,,,
653,05/01/16 下午07时00分00秒,55.364,,,,
654,05/01/16 下午07时30分00秒,52.750,,,,
655,05/01/16 下午08时00分00秒,51.346,,,,
656,05/01/16 下午08时30分00秒,50.290,,,,
657,05/01/16 下午09时00分00秒,49.050,,,,
658,05/01/16 下午09时30分00秒,46.728,,,,
659,05/01/16 下午10时00分00秒,45.104,,,,
660,05/01/16 下午10时30分00秒,44.013,,,,
661,05/01/16 下午11时00分00秒,42.732,,,,
662,05/01/16 下午11时30分00秒,41.254,,,,
663,05/01/16 下午11时57分17秒,,4.6,,,
664,05/02/16 上午12时00分00秒,35.951,,,,
665,05/02/16 上午12时09分05秒,,4.8,,,
666,05/02/16 上午12时30分00秒,34.002,,,,
667,05/02/16 上午01时00分00秒,33.213,,,,
668,05/02/16 上午01时30分00秒,33.411,,,,
669,05/02/16 上午01时43分29秒,,5.0,,,
670,05/02/16 上午02时00分00秒,33.607,,,,
671,05/02/16 上午02时30分00秒,33.607,,,,
672,05/02/16 上午03时00分00秒,33.805,,,,
673,05/02/16 上午03时30分00秒,34.002,,,,
674,05/02/16 上午03时48分03秒,,5.2,,,
675,05/02/16 上午04时00分00秒,34.198,,,,
676,05/02/16 上午04时30分00秒,34.002,,,,
677,05/02/16 上午05时00分00秒,34.002,,,,
678,05/02/16 上午05时30分00秒,34.002,,,,
679,05/02/16 上午06时00分00秒,34.002,,,,
680,05/02/16 上午06时30分00秒,33.805,,,,
681,05/02/16 上午07时00分00秒,34.786,,,,
682,05/02/16 上午07时30分00秒,35.564,,,,
683,05/02/16 上午07时33分18秒,,5.4,,,
684,05/02/16 上午07时42分21秒,,5.6,,,
685,05/02/16 上午07时53分10秒,,5.8,,,
686,05/02/16 上午07时58分46秒,,6.0,,,
687,05/02/16 上午08时00分00秒,36.531,,,,
688,05/02/16 上午08时03分03秒,,6.2,,,
689,05/02/16 上午08时07分57秒,,6.4,,,
690,05/02/16 上午08时12分52秒,,6.6,,,
691,05/02/16 上午08时17分56秒,,6.8,,,
692,05/02/16 上午08时23分38秒,,7.0,,,
693,05/02/16 上午08时30分00秒,38.440,,,,
694,05/02/16 上午08时30分44秒,,7.2,,,
695,05/02/16 上午08时35分52秒,,7.4,,,
696,05/02/16 上午08时42分26秒,,7.6,,,
697,05/02/16 上午08时48分39秒,,7.8,,,
698,05/02/16 上午09时00分00秒,40.881,,,,
699,05/02/16 上午09时01分25秒,,8.0,,,
700,05/02/16 上午09时30分00秒,41.254,,,,
701,05/02/16 上午10时00分00秒,43.099,,,,
702,05/02/16 上午10时30分00秒,45.104,,,,
703,05/02/16 上午11时00分00秒,47.982,,,,
704,05/02/16 上午11时30分00秒,48.871,,,,
705,05/02/16 下午12时00分00秒,51.172,,,,
706,05/02/16 下午12时30分00秒,49.937,,,,
707,05/02/16 下午01时00分00秒,52.750,,,,
708,05/02/16 下午01时30分00秒,53.274,,,,
709,05/02/16 下午02时00分00秒,52.401,,,,
710,05/02/16 下午02时30分00秒,56.230,,,,
711,05/02/16 下午03时00分00秒,58.820,,,,
712,05/02/16 下午03时30分00秒,57.785,,,,
713,05/02/16 下午04时00分00秒,61.398,,,,
714,05/02/16 下午04时30分00秒,60.883,,,,
715,05/02/16 下午05时00分00秒,56.923,,,,
716,05/02/16 下午05时30分00秒,56.404,,,,
717,05/02/16 下午06时00分00秒,56.057,,,,
718,05/02/16 下午06时30分00秒,54.495,,,,
719,05/02/16 下午07时00分00秒,53.274,,,,
720,05/02/16 下午07时30分00秒,53.274,,,,
721,05/02/16 下午08时00分00秒,51.699,,,,
722,05/02/16 下午08时30分00秒,50.643,,,,
723,05/02/16 下午09时00分00秒,49.937,,,,
724,05/02/16 下午09时30分00秒,49.228,,,,
725,05/02/16 下午10时00分00秒,48.695,,,,
726,05/02/16 下午10时30分00秒,48.871,,,,
727,05/02/16 下午11时00分00秒,49.050,,,,
728,05/02/16 下午11时30分00秒,48.871,,,,
729,05/03/16 上午12时00分00秒,46.728,,,,
730,05/03/16 上午12时30分00秒,44.560,,,,
731,05/03/16 上午01时00分00秒,44.013,,,,
732,05/03/16 上午01时30分00秒,44.922,,,,
733,05/03/16 上午02时00分00秒,43.282,,,,
734,05/03/16 上午02时30分00秒,43.099,,,,
735,05/03/16 上午03时00分00秒,41.810,,,,
736,05/03/16 上午03时30分00秒,40.696,,,,
737,05/03/16 上午04时00分00秒,39.573,,,,
738,05/03/16 上午04时30分00秒,39.007,,,,
739,05/03/16 上午05时00分00秒,38.250,,,,
740,05/03/16 上午05时30分00秒,38.629,,,,
741,05/03/16 上午06时00分00秒,38.440,,,,
742,05/03/16 上午06时30分00秒,37.297,,,,
743,05/03/16 上午07时00分00秒,38.250,,,,
744,05/03/16 上午07时30分00秒,39.196,,,,
745,05/03/16 上午08时00分00秒,43.282,,,,
746,05/03/16 上午08时30分00秒,45.466,,,,
747,05/03/16 上午09时00分00秒,48.339,,,,
748,05/03/16 上午09时30分00秒,52.576,,,,
749,05/03/16 上午10时00分00秒,55.537,,,,
750,05/03/16 上午10时30分00秒,59.337,,,,
751,05/03/16 上午11时00分00秒,61.741,,,,
752,05/03/16 上午11时30分00秒,63.626,,,,
753,05/03/16 下午12时00分00秒,66.022,,,,
754,05/03/16 下午12时30分00秒,67.392,,,,
755,05/03/16 下午01时00分00秒,69.107,,,,
756,05/03/16 下午01时30分00秒,72.718,,,,
757,05/03/16 下午02时00分00秒,71.168,,,,
758,05/03/16 下午02时30分00秒,74.271,,,,
759,05/03/16 下午03时00分00秒,73.926,,,,
760,05/03/16 下午03时30分00秒,76.006,,,,
761,05/03/16 下午04时00分00秒,73.234,,,,
762,05/03/16 下午04时30分00秒,74.271,,,,
763,05/03/16 下午05时00分00秒,73.753,,,,
764,05/03/16 下午05时30分00秒,74.098,,,,
765,05/03/16 下午06时00分00秒,73.407,,,,
766,05/03/16 下午06时30分00秒,72.891,,,,
767,05/03/16 下午07时00分00秒,69.964,,,,
768,05/03/16 下午07时30分00秒,67.392,,,,
769,05/03/16 下午08时00分00秒,65.851,,,,
770,05/03/16 下午08时30分00秒,64.652,,,,
771,05/03/16 下午09时00分00秒,63.626,,,,
772,05/03/16 下午09时30分00秒,62.769,,,,
773,05/03/16 下午10时00分00秒,62.083,,,,
774,05/03/16 下午10时30分00秒,61.398,,,,
775,05/03/16 下午11时00分00秒,60.712,,,,
776,05/03/16 下午11时30分00秒,58.820,,,,
777,05/04/16 上午12时00分00秒,57.958,,,,
778,05/04/16 上午12时30分00秒,58.303,,,,
779,05/04/16 上午01时00分00秒,57.614,,,,
780,05/04/16 上午01时30分00秒,56.750,,,,
781,05/04/16 上午02时00分00秒,55.884,,,,
782,05/04/16 上午02时30分00秒,55.189,,,,
783,05/04/16 上午03时00分00秒,54.322,,,,
784,05/04/16 上午03时30分00秒,53.623,,,,
785,05/04/16 上午04时00分00秒,52.576,,,,
786,05/04/16 上午04时30分00秒,51.874,,,,
787,05/04/16 上午05时00分00秒,51.172,,,,
788,05/04/16 上午05时30分00秒,49.582,,,,
789,05/04/16 上午06时00分00秒,49.404,,,,
790,05/04/16 上午06时30分00秒,49.228,,,,
791,05/04/16 上午07时00分00秒,50.819,,,,
792,05/04/16 上午07时30分00秒,52.576,,,,
793,05/04/16 上午08时00分00秒,53.100,,,,
794,05/04/16 上午08时30分00秒,55.189,,,,
795,05/04/16 上午09时00分00秒,58.647,,,,
796,05/04/16 上午09时30分00秒,60.883,,,,
797,05/04/16 上午10时00分00秒,63.626,,,,
798,05/04/16 上午10时30分00秒,66.366,,,,
799,05/04/16 上午11时00分00秒,69.107,,,,
800,05/04/16 上午11时30分00秒,72.028,,,,
801,05/04/16 下午12时00分00秒,74.098,,,,
802,05/04/16 下午12时30分00秒,76.006,,,,
803,05/04/16 下午01时00分00秒,78.098,,,,
804,05/04/16 下午01时30分00秒,80.029,,,,
805,05/04/16 下午02时00分00秒,80.735,,,,
806,05/04/16 下午02时30分00秒,81.442,,,,
807,05/04/16 下午03时00分00秒,81.090,,,,
808,05/04/16 下午03时30分00秒,81.090,,,,
809,05/04/16 下午04时00分00秒,83.579,,,,
810,05/04/16 下午04时30分00秒,80.911,,,,
811,05/04/16 下午05时00分00秒,81.090,,,,
812,05/04/16 下午05时30分00秒,79.853,,,,
813,05/04/16 下午06时00分00秒,78.975,,,,
814,05/04/16 下午06时30分00秒,77.923,,,,
815,05/04/16 下午07时00分00秒,75.832,,,,
816,05/04/16 下午07时30分00秒,74.098,,,,
817,05/04/16 下午08时00分00秒,73.062,,,,
818,05/04/16 下午08时30分00秒,72.028,,,,
819,05/04/16 下午09时00分00秒,71.683,,,,
820,05/04/16 下午09时30分00秒,69.107,,,,
821,05/04/16 下午10时00分00秒,70.137,,,,
822,05/04/16 下午10时30分00秒,68.763,,,,
823,05/04/16 下午11时00分00秒,67.221,,,,
824,05/04/16 下午11时30分00秒,67.906,,,,
825,05/05/16 上午12时00分00秒,66.879,,,,
826,05/05/16 上午12时30分00秒,65.851,,,,
827,05/05/16 上午01时00分00秒,64.825,,,,
828,05/05/16 上午01时30分00秒,64.310,,,,
829,05/05/16 上午02时00分00秒,64.139,,,,
830,05/05/16 上午02时30分00秒,63.797,,,,
831,05/05/16 上午03时00分00秒,63.111,,,,
832,05/05/16 上午03时30分00秒,62.598,,,,
833,05/05/16 上午04时00分00秒,61.054,,,,
834,05/05/16 上午04时30分00秒,61.054,,,,
835,05/05/16 上午05时00分00秒,59.851,,,,
836,05/05/16 上午05时30分00秒,58.647,,,,
837,05/05/16 上午06时00分00秒,57.614,,,,
838,05/05/16 上午06时30分00秒,55.711,,,,
839,05/05/16 上午07时00分00秒,56.577,,,,
840,05/05/16 上午07时30分00秒,58.993,,,,
841,05/05/16 上午08时00分00秒,61.227,,,,
842,05/05/16 上午08时30分00秒,62.940,,,,
843,05/05/16 上午09时00分00秒,64.996,,,,
844,05/05/16 上午09时30分00秒,65.509,,,,
845,05/05/16 上午10时00分00秒,68.421,,,,
846,05/05/16 上午10时30分00秒,69.449,,,,
847,05/05/16 上午11时00分00秒,71.683,,,,
848,05/05/16 上午11时30分00秒,72.028,,,,
849,05/05/16 下午12时00分00秒,70.480,,,,
850,05/05/16 下午12时30分00秒,71.512,,,,
851,05/05/16 下午01时00分00秒,73.234,,,,
852,05/05/16 下午01时30分00秒,73.062,,,,
853,05/05/16 下午02时00分00秒,73.753,,,,
854,05/05/16 下午02时30分00秒,74.446,,,,
855,05/05/16 下午03时00分00秒,72.891,,,,
856,05/05/16 下午03时30分00秒,73.580,,,,
857,05/05/16 下午04时00分00秒,73.407,,,,
858,05/05/16 下午04时30分00秒,74.446,,,,
859,05/05/16 下午05时00分00秒,73.926,,,,
860,05/05/16 下午05时30分00秒,72.891,,,,
861,05/05/16 下午06时00分00秒,73.580,,,,
862,05/05/16 下午06时30分00秒,71.512,,,,
863,05/05/16 下午07时00分00秒,70.308,,,,
864,05/05/16 下午07时30分00秒,68.763,,,,
865,05/05/16 下午08时00分00秒,67.564,,,,
866,05/05/16 下午08时30分00秒,66.708,,,,
867,05/05/16 下午09时00分00秒,65.509,,,,
868,05/05/16 下午09时30分00秒,64.825,,,,
869,05/05/16 下午10时00分00秒,63.282,,,,
870,05/05/16 下午10时30分00秒,62.769,,,,
871,05/05/16 下午11时00分00秒,61.912,,,,
872,05/05/16 下午11时30分00秒,60.712,,,,
873,05/06/16 上午12时00分00秒,60.539,,,,
874,05/06/16 上午12时30分00秒,60.539,,,,
875,05/06/16 上午01时00分00秒,60.024,,,,
876,05/06/16 上午01时30分00秒,58.993,,,,
877,05/06/16 上午02时00分00秒,58.131,,,,
878,05/06/16 上午02时30分00秒,57.785,,,,
879,05/06/16 上午03时00分00秒,57.268,,,,
880,05/06/16 上午03时30分00秒,56.750,,,,
881,05/06/16 上午04时00分00秒,56.230,,,,
882,05/06/16 上午04时30分00秒,55.884,,,,
883,05/06/16 上午05时00分00秒,55.537,,,,
884,05/06/16 上午05时30分00秒,55.364,,,,
885,05/06/16 上午06时00分00秒,55.189,,,,
886,05/06/16 上午06时30分00秒,54.842,,,,
887,05/06/16 上午07时00分00秒,54.495,,,,
888,05/06/16 上午07时30分00秒,53.973,,,,
889,05/06/16 上午08时00分00秒,53.623,,,,
890,05/06/16 上午08时30分00秒,53.449,,,,
891,05/06/16 上午09时00分00秒,53.100,,,,
892,05/06/16 上午09时30分00秒,52.925,,,,
893,05/06/16 上午10时00分00秒,52.750,,,,
894,05/06/16 上午10时30分00秒,51.172,,,,
895,05/06/16 上午11时00分00秒,50.995,,,,
896,05/06/16 上午11时30分00秒,49.937,,,,
897,05/06/16 下午12时00分00秒,48.339,,,,
898,05/06/16 下午12时30分00秒,48.160,,,,
899,05/06/16 下午01时00分00秒,47.624,,,,
900,05/06/16 下午01时30分00秒,47.266,,,,
901,05/06/16 下午02时00分00秒,48.517,,,,
902,05/06/16 下午02时30分00秒,47.624,,,,
903,05/06/16 下午03时00分00秒,46.728,,,,
904,05/06/16 下午03时30分00秒,45.286,,,,
905,05/06/16 下午04时00分00秒,45.286,,,,
906,05/06/16 下午04时30分00秒,44.922,,,,
907,05/06/16 下午05时00分00秒,43.648,,,,
908,05/06/16 下午05时30分00秒,43.282,,,,
909,05/06/16 下午06时00分00秒,42.732,,,,
910,05/06/16 下午06时30分00秒,41.810,,,,
911,05/06/16 下午07时00分00秒,41.439,,,,
912,05/06/16 下午07时30分00秒,41.254,,,,
913,05/06/16 下午08时00分00秒,41.067,,,,
914,05/06/16 下午08时30分00秒,41.067,,,,
915,05/06/16 下午09时00分00秒,41.067,,,,
916,05/06/16 下午09时30分00秒,41.067,,,,
917,05/06/16 下午10时00分00秒,41.254,,,,
918,05/06/16 下午10时30分00秒,41.439,,,,
919,05/06/16 下午11时00分00秒,41.439,,,,
920,05/06/16 下午11时30分00秒,41.625,,,,
921,05/07/16 上午12时00分00秒,41.810,,,,
922,05/07/16 上午12时30分00秒,41.625,,,,
923,05/07/16 上午01时00分00秒,41.810,,,,
924,05/07/16 上午01时30分00秒,41.994,,,,
925,05/07/16 上午02时00分00秒,42.179,,,,
926,05/07/16 上午02时30分00秒,42.363,,,,
927,05/07/16 上午03时00分00秒,42.548,,,,
928,05/07/16 上午03时30分00秒,42.548,,,,
929,05/07/16 上午04时00分00秒,42.363,,,,
930,05/07/16 上午04时30分00秒,42.732,,,,
931,05/07/16 上午05时00分00秒,42.915,,,,
932,05/07/16 上午05时30分00秒,42.915,,,,
933,05/07/16 上午06时00分00秒,43.099,,,,
934,05/07/16 上午06时30分00秒,43.099,,,,
935,05/07/16 上午07时00分00秒,43.466,,,,
936,05/07/16 上午07时30分00秒,44.742,,,,
937,05/07/16 上午08时00分00秒,46.008,,,,
938,05/07/16 上午08时30分00秒,47.088,,,,
939,05/07/16 上午09时00分00秒,48.871,,,,
940,05/07/16 上午09时30分00秒,50.819,,,,
941,05/07/16 上午10时00分00秒,52.750,,,,
942,05/07/16 上午10时30分00秒,55.711,,,,
943,05/07/16 上午11时00分00秒,56.923,,,,
944,05/07/16 上午11时30分00秒,61.569,,,,
945,05/07/16 下午12时00分00秒,63.626,,,,
946,05/07/16 下午12时30分00秒,65.338,,,,
947,05/07/16 下午01时00分00秒,63.455,,,,
948,05/07/16 下午01时30分00秒,66.708,,,,
949,05/07/16 下午02时00分00秒,66.708,,,,
950,05/07/16 下午02时30分00秒,69.622,,,,
951,05/07/16 下午03时00分00秒,69.449,,,,
952,05/07/16 下午03时30分00秒,69.107,,,,
953,05/07/16 下午04时00分00秒,67.906,,,,
954,05/07/16 下午04时30分00秒,69.793,,,,
955,05/07/16 下午05时00分00秒,69.622,,,,
956,05/07/16 下午05时30分00秒,69.107,,,,
957,05/07/16 下午06时00分00秒,67.906,,,,
958,05/07/16 下午06时30分00秒,66.022,,,,
959,05/07/16 下午07时00分00秒,64.652,,,,
960,05/07/16 下午07时30分00秒,63.455,,,,
961,05/07/16 下午08时00分00秒,60.539,,,,
962,05/07/16 下午08时30分00秒,58.303,,,,
963,05/07/16 下午09时00分00秒,56.577,,,,
964,05/07/16 下午09时30分00秒,55.189,,,,
965,05/07/16 下午10时00分00秒,53.623,,,,
966,05/07/16 下午10时30分00秒,52.225,,,,
967,05/07/16 下午11时00分00秒,51.172,,,,
968,05/07/16 下午11时30分00秒,50.466,,,,
969,05/08/16 上午12时00分00秒,49.582,,,,
970,05/08/16 上午12时30分00秒,48.695,,,,
971,05/08/16 上午01时00分00秒,47.982,,,,
972,05/08/16 上午01时30分00秒,47.266,,,,
973,05/08/16 上午02时00分00秒,46.369,,,,
974,05/08/16 上午02时30分00秒,45.648,,,,
975,05/08/16 上午03时00分00秒,44.922,,,,
976,05/08/16 上午03时30分00秒,44.560,,,,
977,05/08/16 上午04时00分00秒,44.013,,,,
978,05/08/16 上午04时30分00秒,43.282,,,,
979,05/08/16 上午05时00分00秒,43.282,,,,
980,05/08/16 上午05时30分00秒,42.548,,,,
981,05/08/16 上午06时00分00秒,41.439,,,,
982,05/08/16 上午06时30分00秒,41.067,,,,
983,05/08/16 上午07时00分00秒,42.179,,,,
984,05/08/16 上午07时30分00秒,43.466,,,,
985,05/08/16 上午08时00分00秒,44.742,,,,
986,05/08/16 上午08时30分00秒,46.908,,,,
987,05/08/16 上午09时00分00秒,49.937,,,,
988,05/08/16 上午09时30分00秒,52.750,,,,
989,05/08/16 上午10时00分00秒,56.404,,,,
990,05/08/16 上午10时30分00秒,59.508,,,,
991,05/08/16 上午11时00分00秒,64.825,,,,
992,05/08/16 上午11时30分00秒,68.421,,,,
993,05/08/16 下午12时00分00秒,72.372,,,,
994,05/08/16 下午12时30分00秒,72.891,,,,
995,05/08/16 下午01时00分00秒,73.580,,,,
996,05/08/16 下午01时30分00秒,72.199,,,,
997,05/08/16 下午02时00分00秒,70.995,,,,
998,05/08/16 下午02时30分00秒,70.137,,,,
999,05/08/16 下午03时00分00秒,70.824,,,,
1000,05/08/16 下午03时30分00秒,71.856,,,,
1001,05/08/16 下午04时00分00秒,69.964,,,,
1002,05/08/16 下午04时30分00秒,67.392,,,,
1003,05/08/16 下午05时00分00秒,67.392,,,,
1004,05/08/16 下午05时30分00秒,67.564,,,,
1005,05/08/16 下午06时00分00秒,66.537,,,,
1006,05/08/16 下午06时30分00秒,66.022,,,,
1007,05/08/16 下午07时00分00秒,64.996,,,,
1008,05/08/16 下午07时30分00秒,64.481,,,,
1009,05/08/16 下午08时00分00秒,64.139,,,,
1010,05/08/16 下午08时30分00秒,63.455,,,,
1011,05/08/16 下午09时00分00秒,62.598,,,,
1012,05/08/16 下午09时30分00秒,61.912,,,,
1013,05/08/16 下午10时00分00秒,61.054,,,,
1014,05/08/16 下午10时30分00秒,61.054,,,,
1015,05/08/16 下午11时00分00秒,60.368,,,,
1016,05/08/16 下午11时30分00秒,59.337,,,,
1017,05/09/16 上午12时00分00秒,58.993,,,,
1018,05/09/16 上午12时30分00秒,57.268,,,,
1019,05/09/16 上午01时00分00秒,55.189,,,,
1020,05/09/16 上午01时30分00秒,54.147,,,,
1021,05/09/16 上午02时00分00秒,53.798,,,,
1022,05/09/16 上午02时30分00秒,52.750,,,,
1023,05/09/16 上午03时00分00秒,51.523,,,,
1024,05/09/16 上午03时30分00秒,50.113,,,,
1025,05/09/16 上午04时00分00秒,49.404,,,,
1026,05/09/16 上午04时30分00秒,48.871,,,,
1027,05/09/16 上午05时00分00秒,48.695,,,,
1028,05/09/16 上午05时30分00秒,48.339,,,,
1029,05/09/16 上午06时00分00秒,48.339,,,,
1030,05/09/16 上午06时30分00秒,48.871,,,,
1031,05/09/16 上午07时00分00秒,50.643,,,,
1032,05/09/16 上午07时30分00秒,53.274,,,,
1033,05/09/16 上午08时00分00秒,55.884,,,,
1034,05/09/16 上午08时30分00秒,57.785,,,,
1035,05/09/16 上午09时00分00秒,59.680,,,,
1036,05/09/16 上午09时30分00秒,61.741,,,,
1037,05/09/16 上午10时00分00秒,64.481,,,,
1038,05/09/16 上午10时30分00秒,65.851,,,,
1039,05/09/16 上午11时00分00秒,68.763,,,,
1040,05/09/16 上午11时30分00秒,67.050,,,,
1041,05/09/16 下午12时00分00秒,68.077,,,,
1042,05/09/16 下午12时30分00秒,68.763,,,,
1043,05/09/16 下午01时00分00秒,71.339,,,,
1044,05/09/16 下午01时30分00秒,73.580,,,,
1045,05/09/16 下午02时00分00秒,73.926,,,,
1046,05/09/16 下午02时30分00秒,75.659,,,,
1047,05/09/16 下午03时00分00秒,73.926,,,,
1048,05/09/16 下午03时30分00秒,72.718,,,,
1049,05/09/16 下午04时00分00秒,67.906,,,,
1050,05/09/16 下午04时30分00秒,66.537,,,,
1051,05/09/16 下午05时00分00秒,66.022,,,,
1052,05/09/16 下午05时30分00秒,64.652,,,,
1053,05/09/16 下午06时00分00秒,63.797,,,,
1054,05/09/16 下午06时30分00秒,66.537,,,,
1055,05/09/16 下午07时00分00秒,65.851,,,,
1056,05/09/16 下午07时30分00秒,63.797,,,,
1057,05/09/16 下午08时00分00秒,61.054,,,,
1058,05/09/16 下午08时30分00秒,59.851,,,,
1059,05/09/16 下午09时00分00秒,57.268,,,,
1060,05/09/16 下午09时30分00秒,56.404,,,,
1061,05/09/16 下午10时00分00秒,54.495,,,,
1062,05/09/16 下午10时30分00秒,53.449,,,,
1063,05/09/16 下午11时00分00秒,52.401,,,,
1064,05/09/16 下午11时30分00秒,51.346,,,,
1065,05/10/16 上午12时00分00秒,50.643,,,,
1066,05/10/16 上午12时30分00秒,50.113,,,,
