Plot Title: 16#,,,,,,
#,"Date Time, GMT+08:00","Water Content, m?/m? (20)","Water Content, m?/m? (40)","Water Content, m?/m? (60)","Water Content, m?/m? (80)","Water Content, m?/m? (100)"
2984,05/11/13 08时54分10秒,0.0889,0.0918,0.1078,0.8661,0.0766
2985,05/11/13 09时04分10秒,0.0889,0.0925,0.1078,0.8653,0.0766
2986,05/11/13 09时14分10秒,0.0889,0.0918,0.1078,0.8675,0.0758
2987,05/11/13 09时24分10秒,0.0889,0.0918,0.1078,0.8704,0.0758
2988,05/11/13 09时34分10秒,0.0889,0.0918,0.1078,0.882,0.0766
2989,05/11/13 09时44分10秒,0.0889,0.0918,0.1078,0.8791,0.078
2990,05/11/13 09时54分10秒,0.0889,0.0918,0.1078,0.8799,0.0773
2991,05/11/13 10时04分10秒,0.0882,0.0925,0.1078,0.8871,0.0766
2992,05/11/13 10时14分10秒,0.0882,0.0925,0.1092,0.8893,0.0773
2993,05/11/13 10时24分10秒,0.0882,0.0918,0.1078,0.8893,0.0766
2994,05/11/13 10时34分10秒,0.0882,0.0918,0.1078,0.8886,0.0773
2995,05/11/13 10时44分10秒,0.0882,0.0918,0.1078,0.8958,0.0773
2996,05/11/13 10时54分10秒,0.0882,0.0918,0.1078,0.906,0.0773
2997,05/11/13 11时04分10秒,0.0882,0.0918,0.1078,0.9089,0.0766
2998,05/11/13 11时14分10秒,0.0882,0.0918,0.1078,0.9162,0.0758
2999,05/11/13 11时24分10秒,0.0882,0.0918,0.1078,0.9423,0.0766
3000,05/11/13 11时34分10秒,0.0882,0.0918,0.1078,0.9467,0.0773
3001,05/11/13 11时44分10秒,0.0882,0.0918,0.1078,0.9365,0.0773
3002,05/11/13 11时54分10秒,0.0882,0.0918,0.1078,0.9605,0.0773
3003,05/11/13 12时04分10秒,0.0874,0.0918,0.1078,0.9409,0.078
3004,05/11/13 12时14分10秒,0.0874,0.0918,0.1078,0.9409,0.0766
3005,05/11/13 12时24分10秒,0.0874,0.0918,0.1078,0.9387,0.0773
3006,05/11/13 12时34分10秒,0.0874,0.0918,0.1078,0.9409,0.0766
3007,05/11/13 12时44分10秒,0.0874,0.0918,0.1078,0.9358,0.0773
3008,05/11/13 12时54分10秒,0.0874,0.0918,0.1078,0.9401,0.0766
3009,05/11/13 13时04分10秒,0.0874,0.0911,0.1078,0.9496,0.0773
3010,05/11/13 13时14分10秒,0.0874,0.0918,0.1078,0.9503,0.0773
3011,05/11/13 13时24分10秒,0.0882,0.0918,0.1078,0.9474,0.0773
3012,05/11/13 13时34分10秒,0.0882,0.0911,0.1078,0.9583,0.0787
3013,05/11/13 13时44分10秒,0.0874,0.0918,0.1078,0.9583,0.078
3014,05/11/13 13时54分10秒,0.0882,0.0918,0.1085,0.9619,0.0773
3015,05/11/13 14时04分10秒,0.0882,0.0911,0.1085,1.0004,0.0773
3016,05/11/13 14时14分10秒,0.0882,0.0918,0.1078,0.999,0.0773
3017,05/11/13 14时24分10秒,0.0882,0.0911,0.1078,0.9961,0.0766
3018,05/11/13 14时34分10秒,0.0882,0.0911,0.1078,1.0055,0.0766
3019,05/11/13 14时44分10秒,0.0882,0.0911,0.1078,1.0041,0.078
3020,05/11/13 14时54分10秒,0.0882,0.0918,0.1078,0.9975,0.0773
3021,05/11/13 15时04分10秒,0.0882,0.0911,0.1078,0.9859,0.0766
3022,05/11/13 15时14分10秒,0.0882,0.0911,0.1078,0.9888,0.0766
3023,05/11/13 15时24分10秒,0.0882,0.0911,0.1078,0.9866,0.0766
3024,05/11/13 15时34分10秒,0.0882,0.0911,0.1078,1.0012,0.0766
3025,05/11/13 15时44分10秒,0.0882,0.0911,0.1078,0.9975,0.0773
3026,05/11/13 15时54分10秒,0.0882,0.0911,0.1078,1.0026,0.0766
3027,05/11/13 16时04分10秒,0.0882,0.0911,0.1078,1.0062,0.0766
3028,05/11/13 16时14分10秒,0.0882,0.0911,0.1078,1.0026,0.0766
3029,05/11/13 16时24分10秒,0.0889,0.0911,0.1078,0.9968,0.0766
3030,05/11/13 16时34分10秒,0.0889,0.0911,0.1078,1.0026,0.0766
3031,05/11/13 16时44分10秒,0.0889,0.0911,0.1078,0.9845,0.0773
3032,05/11/13 16时54分10秒,0.0889,0.0911,0.1078,0.9641,0.0773
3033,05/11/13 17时04分10秒,0.0889,0.0911,0.1078,0.9416,0.0773
3034,05/11/13 17时14分10秒,0.0889,0.0911,0.1078,0.9351,0.0773
3035,05/11/13 17时24分10秒,0.0889,0.0911,0.1078,0.9293,0.0773
3036,05/11/13 17时34分10秒,0.0889,0.0911,0.1078,0.9263,0.0766
3037,05/11/13 17时44分10秒,0.0889,0.0911,0.1078,0.9227,0.0758
3038,05/11/13 17时54分10秒,0.0896,0.0911,0.1078,0.9169,0.0766
3039,05/11/13 18时04分10秒,0.0896,0.0911,0.1078,0.9089,0.0766
3040,05/11/13 18时14分10秒,0.0896,0.0911,0.1078,0.8995,0.0773
3041,05/11/13 18时24分10秒,0.0896,0.0911,0.1078,0.8987,0.0773
3042,05/11/13 18时34分10秒,0.0896,0.0911,0.1078,0.9024,0.0773
3043,05/11/13 18时44分10秒,0.0896,0.0911,0.1078,0.9017,0.0766
3044,05/11/13 18时54分10秒,0.0904,0.0911,0.1078,0.8937,0.0766
3045,05/11/13 19时04分10秒,0.0904,0.0911,0.1078,0.8857,0.0766
3046,05/11/13 19时14分10秒,0.0904,0.0911,0.1078,0.8864,0.0766
3047,05/11/13 19时24分10秒,0.0904,0.0911,0.1078,0.882,0.0766
3048,05/11/13 19时34分10秒,0.0911,0.0911,0.1078,0.8697,0.0773
3049,05/11/13 19时44分10秒,0.0911,0.0911,0.1078,0.8653,0.0766
3050,05/11/13 19时54分10秒,0.0911,0.0911,0.1078,0.861,0.0773
3051,05/11/13 20时04分10秒,0.0911,0.0911,0.1078,0.8595,0.0773
3052,05/11/13 20时14分10秒,0.0911,0.0911,0.1071,0.8581,0.0773
3053,05/11/13 20时24分10秒,0.0918,0.0911,0.1078,0.8515,0.0766
3054,05/11/13 20时34分10秒,0.0911,0.0904,0.1078,0.8435,0.0766
3055,05/11/13 20时44分10秒,0.0911,0.0911,0.1078,0.8443,0.0766
3056,05/11/13 20时54分10秒,0.0918,0.0911,0.1078,0.8762,0.0766
3057,05/11/13 21时04分10秒,0.0918,0.0911,0.1078,0.8704,0.0766
3058,05/11/13 21时14分10秒,0.0918,0.0911,0.1078,0.8646,0.0766
3059,05/11/13 21时24分10秒,0.0918,0.0911,0.1078,0.8697,0.0766
3060,05/11/13 21时34分10秒,0.0918,0.0911,0.1078,0.877,0.0766
3061,05/11/13 21时44分10秒,0.0918,0.0911,0.1078,0.8784,0.0766
3062,05/11/13 21时54分10秒,0.0918,0.0911,0.1078,0.8726,0.0766
3063,05/11/13 22时04分10秒,0.0918,0.0911,0.1078,0.8762,0.0766
3064,05/11/13 22时14分10秒,0.0918,0.0911,0.1071,0.8748,0.0758
3065,05/11/13 22时24分10秒,0.0918,0.0911,0.1071,0.877,0.0766
3066,05/11/13 22时34分10秒,0.0918,0.0911,0.1071,0.8791,0.0758
3067,05/11/13 22时44分10秒,0.0918,0.0911,0.1078,0.877,0.0758
3068,05/11/13 22时54分10秒,0.0918,0.0911,0.1078,0.8726,0.0766
3069,05/11/13 23时04分10秒,0.0918,0.0911,0.1078,0.8748,0.0758
3070,05/11/13 23时14分10秒,0.0925,0.0911,0.1078,0.8711,0.0758
3071,05/11/13 23时24分10秒,0.0918,0.0911,0.1078,0.8653,0.0758
3072,05/11/13 23时34分10秒,0.0925,0.0911,0.1078,0.8523,0.0766
3073,05/11/13 23时44分10秒,0.0925,0.0911,0.1078,0.8588,0.0758
3074,05/11/13 23时54分10秒,0.0918,0.0911,0.1078,0.8435,0.0766
3075,05/12/13 00时04分10秒,0.0918,0.0911,0.1078,0.829,0.0766
3076,05/12/13 00时14分10秒,0.0918,0.0918,0.1078,0.8414,0.0773
3077,05/12/13 00时24分10秒,0.0918,0.0911,0.1078,0.8523,0.0773
3078,05/12/13 00时34分10秒,0.0918,0.0911,0.1078,0.8247,0.0766
3079,05/12/13 00时44分10秒,0.0918,0.0911,0.1078,0.8377,0.0766
3080,05/12/13 00时54分10秒,0.0918,0.0918,0.1078,0.8319,0.0766
3081,05/12/13 01时04分10秒,0.0925,0.0911,0.1071,0.8356,0.0766
3082,05/12/13 01时14分10秒,0.0918,0.0911,0.1078,0.837,0.0766
3083,05/12/13 01时24分10秒,0.0918,0.0918,0.1071,0.837,0.0766
3084,05/12/13 01时34分10秒,0.0925,0.0911,0.1071,0.8457,0.0766
3085,05/12/13 01时44分10秒,0.0925,0.0918,0.1078,0.8196,0.0766
3086,05/12/13 01时54分10秒,0.0918,0.0911,0.1078,0.8319,0.0766
3087,05/12/13 02时04分10秒,0.0918,0.0918,0.1071,0.8276,0.0766
3088,05/12/13 02时14分10秒,0.0918,0.0918,0.1071,0.7956,0.0766
3089,05/12/13 02时24分10秒,0.0918,0.0918,0.1071,0.7426,0.0766
3090,05/12/13 02时34分10秒,0.0918,0.0918,0.1071,0.7273,0.0766
3091,05/12/13 02时44分10秒,0.0918,0.0911,0.1071,0.731,0.0758
3092,05/12/13 02时54分10秒,0.0918,0.0911,0.1078,0.7745,0.0766
3093,05/12/13 03时04分10秒,0.0918,0.0918,0.1071,0.7811,0.0766
3094,05/12/13 03时14分10秒,0.0918,0.0918,0.1071,0.7847,0.0758
3095,05/12/13 03时24分10秒,0.0918,0.0918,0.1078,0.7905,0.0758
3096,05/12/13 03时34分10秒,0.0918,0.0918,0.1078,0.7963,0.0758
3097,05/12/13 03时44分10秒,0.0918,0.0918,0.1078,0.7985,0.0758
3098,05/12/13 03时54分10秒,0.0918,0.0918,0.1071,0.7949,0.0758
3099,05/12/13 04时04分10秒,0.0918,0.0918,0.1078,0.8,0.0758
3100,05/12/13 04时14分10秒,0.0911,0.0918,0.1071,0.8,0.0758
3101,05/12/13 04时24分10秒,0.0911,0.0918,0.1071,0.8014,0.0758
3102,05/12/13 04时34分10秒,0.0911,0.0918,0.1078,0.7978,0.0758
3103,05/12/13 04时44分10秒,0.0911,0.0918,0.1071,0.7985,0.0766
3104,05/12/13 04时54分10秒,0.0911,0.0918,0.1078,0.7956,0.0758
3105,05/12/13 05时04分10秒,0.0911,0.0918,0.1078,0.7978,0.0758
3106,05/12/13 05时14分10秒,0.0911,0.0918,0.1078,0.7934,0.0758
3107,05/12/13 05时24分10秒,0.0911,0.0918,0.1078,0.7898,0.0758
3108,05/12/13 05时34分10秒,0.0911,0.0918,0.1078,0.7854,0.0758
3109,05/12/13 05时44分10秒,0.0911,0.0918,0.1071,0.7862,0.0766
3110,05/12/13 05时54分10秒,0.0911,0.0918,0.1071,0.7796,0.0758
3111,05/12/13 06时04分10秒,0.0911,0.0918,0.1071,0.7869,0.0766
3112,05/12/13 06时14分10秒,0.0911,0.0918,0.1078,0.7869,0.0773
3113,05/12/13 06时24分10秒,0.0911,0.0918,0.1078,0.8036,0.0773
3114,05/12/13 06时34分10秒,0.0904,0.0918,0.1078,0.7905,0.0766
3115,05/12/13 06时44分10秒,0.0904,0.0918,0.1078,0.8087,0.0766
3116,05/12/13 06时54分10秒,0.0904,0.0925,0.1071,0.8065,0.0773
3117,05/12/13 07时04分10秒,0.0904,0.0918,0.1071,0.808,0.0773
3118,05/12/13 07时14分10秒,0.0904,0.0918,0.1078,0.8007,0.0773
3119,05/12/13 07时24分10秒,0.0904,0.0925,0.1078,0.7978,0.0773
3120,05/12/13 07时34分10秒,0.0904,0.0918,0.1071,0.7702,0.0766
3121,05/12/13 07时44分10秒,0.0904,0.0918,0.1078,0.7775,0.0758
3122,05/12/13 07时54分10秒,0.0904,0.0918,0.1071,0.7883,0.0758
3123,05/12/13 08时04分10秒,0.0904,0.0918,0.1078,0.8152,0.0758
3124,05/12/13 08时14分10秒,0.0904,0.0918,0.1078,0.8254,0.0766
3125,05/12/13 08时24分10秒,0.0904,0.0918,0.1078,0.8327,0.0766
3126,05/12/13 08时34分10秒,0.0904,0.0918,0.1071,0.8101,0.0773
3127,05/12/13 08时44分10秒,0.0896,0.0918,0.1078,0.8159,0.0758
3128,05/12/13 08时54分10秒,0.0904,0.0918,0.1071,0.8167,0.0758
3129,05/12/13 09时04分10秒,0.0896,0.0918,0.1071,0.8189,0.0773
3130,05/12/13 09时14分10秒,0.0896,0.0918,0.1071,0.8268,0.0773
3131,05/12/13 09时24分10秒,0.0896,0.0918,0.1071,0.837,0.0773
3132,05/12/13 09时34分10秒,0.0896,0.0918,0.1071,0.8341,0.0773
3133,05/12/13 09时44分10秒,0.0896,0.0918,0.1078,0.837,0.0766
3134,05/12/13 09时54分10秒,0.0896,0.0918,0.1078,0.8428,0.0773
3135,05/12/13 10时04分10秒,0.0896,0.0918,0.1078,0.8508,0.0766
3136,05/12/13 10时14分10秒,0.0889,0.0911,0.1078,0.8581,0.0773
3137,05/12/13 10时24分10秒,0.0889,0.0918,0.1078,0.8588,0.0758
3138,05/12/13 10时34分10秒,0.0889,0.0911,0.1078,0.8675,0.0766
3139,05/12/13 10时44分10秒,0.0889,0.0918,0.1071,0.8755,0.0766
3140,05/12/13 10时54分10秒,0.0889,0.0918,0.1071,0.877,0.0773
3141,05/12/13 11时04分10秒,0.0889,0.0911,0.1071,0.8741,0.0773
3142,05/12/13 11时14分10秒,0.0889,0.0918,0.1071,0.8799,0.078
3143,05/12/13 11时24分10秒,0.0889,0.0918,0.1071,0.9002,0.0766
3144,05/12/13 11时34分10秒,0.0889,0.0911,0.1078,0.8995,0.078
3145,05/12/13 11时44分10秒,0.0889,0.0911,0.1078,0.9046,0.0773
3146,05/12/13 11时54分10秒,0.0889,0.0911,0.1078,0.914,0.0766
3147,05/12/13 12时04分10秒,0.0889,0.0911,0.1078,0.9227,0.0766
3148,05/12/13 12时14分10秒,0.0889,0.0911,0.1078,0.9293,0.0773
3149,05/12/13 12时24分10秒,0.0889,0.0911,0.1078,0.938,0.0773
3150,05/12/13 12时34分10秒,0.0882,0.0911,0.1078,0.9569,0.0766
3151,05/12/13 12时44分10秒,0.0889,0.0911,0.1078,0.9474,0.0773
3152,05/12/13 12时54分10秒,0.0889,0.0911,0.1078,0.9503,0.0773
3153,05/12/13 13时04分10秒,0.0889,0.0911,0.1078,0.9365,0.0766
3154,05/12/13 13时14分10秒,0.0889,0.0911,0.1078,0.9263,0.0773
3155,05/12/13 13时24分10秒,0.0889,0.0911,0.1078,0.9372,0.0766
3156,05/12/13 13时34分10秒,0.0889,0.0911,0.1078,0.9227,0.0766
3157,05/12/13 13时44分10秒,0.0889,0.0911,0.1078,0.9416,0.078
3158,05/12/13 13时54分10秒,0.0889,0.0911,0.1078,0.9685,0.078
3159,05/12/13 14时04分10秒,0.0889,0.0911,0.1078,0.9358,0.0773
3160,05/12/13 14时14分10秒,0.0889,0.0911,0.1078,0.9467,0.0773
3161,05/12/13 14时24分10秒,0.0889,0.0911,0.1078,0.9772,0.0766
3162,05/12/13 14时34分10秒,0.0889,0.0911,0.1078,0.9641,0.0773
3163,05/12/13 14时44分10秒,0.0889,0.0911,0.1078,0.9714,0.0766
3164,05/12/13 14时54分10秒,0.0889,0.0911,0.1078,0.9677,0.0766
3165,05/12/13 15时04分10秒,0.0889,0.0911,0.1078,0.9677,0.0766
3166,05/12/13 15时14分10秒,0.0889,0.0911,0.1078,0.9692,0.0773
3167,05/12/13 15时24分10秒,0.0889,0.0911,0.1078,0.9728,0.0766
3168,05/12/13 15时34分10秒,0.0889,0.0911,0.1078,0.9728,0.0766
3169,05/12/13 15时44分10秒,0.0889,0.0911,0.1078,0.9692,0.0766
3170,05/12/13 15时54分10秒,0.0896,0.0911,0.1078,0.9714,0.0766
3171,05/12/13 16时04分10秒,0.0896,0.0911,0.1078,0.9525,0.0766
3172,05/12/13 16时14分10秒,0.0896,0.0911,0.1078,0.9409,0.0766
3173,05/12/13 16时24分10秒,0.0896,0.0911,0.1078,0.9772,0.0766
3174,05/12/13 16时34分10秒,0.0896,0.0911,0.1078,0.9351,0.0766
3175,05/12/13 16时44分10秒,0.0896,0.0904,0.1078,0.9234,0.0773
3176,05/12/13 16时54分10秒,0.0896,0.0911,0.1078,0.906,0.0766
3177,05/12/13 17时04分10秒,0.0896,0.0911,0.1078,0.922,0.0766
3178,05/12/13 17时14分10秒,0.0896,0.0911,0.1071,0.9205,0.0766
3179,05/12/13 17时24分10秒,0.0896,0.0904,0.1071,0.8893,0.0773
3180,05/12/13 17时34分10秒,0.0904,0.0904,0.1071,0.8842,0.0773
3181,05/12/13 17时44分10秒,0.0904,0.0904,0.1078,0.877,0.0773
3182,05/12/13 17时54分10秒,0.0904,0.0904,0.1078,0.8958,0.0773
3183,05/12/13 18时04分10秒,0.0904,0.0904,0.1071,0.8908,0.0766
3184,05/12/13 18时14分10秒,0.0904,0.0911,0.1078,0.8966,0.0766
3185,05/12/13 18时24分10秒,0.0911,0.0904,0.1071,0.8857,0.0766
3186,05/12/13 18时34分10秒,0.0911,0.0904,0.1071,0.8806,0.0758
3187,05/12/13 18时44分10秒,0.0911,0.0904,0.1071,0.8748,0.0773
3188,05/12/13 18时54分10秒,0.0911,0.0904,0.1071,0.8828,0.0773
3189,05/12/13 19时04分10秒,0.0911,0.0904,0.1071,0.93,0.0766
3190,05/12/13 19时14分10秒,0.0911,0.0904,0.1078,0.9176,0.0773
3191,05/12/13 19时24分10秒,0.0918,0.0904,0.1078,0.9184,0.0766
3192,05/12/13 19时34分10秒,0.0918,0.0911,0.1078,0.8995,0.0766
3193,05/12/13 19时44分10秒,0.0918,0.0911,0.1078,0.8944,0.0766
3194,05/12/13 19时54分10秒,0.0918,0.0911,0.1071,0.8944,0.0758
3195,05/12/13 20时04分10秒,0.0925,0.0904,0.1071,0.8995,0.0766
3196,05/12/13 20时14分10秒,0.0925,0.0904,0.1071,0.8966,0.0758
3197,05/12/13 20时24分10秒,0.0925,0.0911,0.1071,0.9046,0.0766
3198,05/12/13 20时34分10秒,0.0925,0.0904,0.1071,0.9271,0.0766
3199,05/12/13 20时44分10秒,0.0925,0.0904,0.1071,0.9314,0.0766
3200,05/12/13 20时54分10秒,0.0925,0.0904,0.1071,0.9322,0.0766
3201,05/12/13 21时04分10秒,0.0925,0.0904,0.1071,0.9423,0.0773
3202,05/12/13 21时14分10秒,0.0925,0.0904,0.1071,0.8719,0.0773
3203,05/12/13 21时24分10秒,0.0925,0.0911,0.1078,0.8167,0.0773
3204,05/12/13 21时34分10秒,0.0925,0.0904,0.1071,0.8283,0.0766
3205,05/12/13 21时44分10秒,0.0925,0.0904,0.1071,0.8435,0.0766
3206,05/12/13 21时54分10秒,0.0933,0.0904,0.1071,0.8871,0.0766
3207,05/12/13 22时04分10秒,0.0933,0.0904,0.1078,0.8247,0.0758
3208,05/12/13 22时14分10秒,0.0933,0.0911,0.1071,0.8341,0.0758
3209,05/12/13 22时24分10秒,0.0933,0.0911,0.1071,0.8305,0.0766
3210,05/12/13 22时34分10秒,0.0933,0.0911,0.1071,0.8661,0.0766
3211,05/12/13 22时44分10秒,0.0933,0.0911,0.1071,0.8733,0.0766
3212,05/12/13 22时54分10秒,0.0933,0.0911,0.1071,0.8653,0.0766
3213,05/12/13 23时04分10秒,0.0933,0.0911,0.1071,0.8603,0.0766
3214,05/12/13 23时14分10秒,0.0933,0.0911,0.1071,0.8443,0.0766
3215,05/12/13 23时24分10秒,0.0933,0.0911,0.1071,0.8595,0.0766
3216,05/12/13 23时34分10秒,0.0933,0.0911,0.1071,0.8559,0.078
3217,05/12/13 23时44分10秒,0.0933,0.0911,0.1071,0.8566,0.0773
3218,05/12/13 23时54分10秒,0.0933,0.0911,0.1071,0.8494,0.0766
3219,05/13/13 00时04分10秒,0.0933,0.0911,0.1071,0.8515,0.0773
3220,05/13/13 00时14分10秒,0.0933,0.0911,0.1071,0.8515,0.078
3221,05/13/13 00时24分10秒,0.0933,0.0911,0.1071,0.8356,0.0758
3222,05/13/13 00时34分10秒,0.0933,0.0911,0.1071,0.8399,0.0773
3223,05/13/13 00时44分10秒,0.0933,0.0911,0.1071,0.8319,0.0766
3224,05/13/13 00时54分10秒,0.0933,0.0911,0.1071,0.8319,0.0766
3225,05/13/13 01时04分10秒,0.0933,0.0911,0.1071,0.8247,0.0766
3226,05/13/13 01时14分10秒,0.0933,0.0911,0.1071,0.8218,0.0766
3227,05/13/13 01时24分10秒,0.0933,0.0911,0.1071,0.8334,0.0766
3228,05/13/13 01时34分10秒,0.0933,0.0911,0.1071,0.813,0.0766
3229,05/13/13 01时44分10秒,0.0933,0.0911,0.1071,0.8196,0.0766
3230,05/13/13 01时54分10秒,0.0933,0.0911,0.1071,0.8167,0.0766
3231,05/13/13 02时04分10秒,0.0933,0.0911,0.1071,0.8116,0.0766
3232,05/13/13 02时14分10秒,0.0933,0.0911,0.1071,0.7978,0.0766
3233,05/13/13 02时24分10秒,0.0933,0.0911,0.1071,0.7934,0.0766
3234,05/13/13 02时34分10秒,0.0933,0.0911,0.1071,0.7862,0.0766
3235,05/13/13 02时44分10秒,0.0933,0.0911,0.1071,0.8094,0.0773
3236,05/13/13 02时54分10秒,0.0925,0.0911,0.1071,0.8167,0.0766
3237,05/13/13 03时04分10秒,0.0933,0.0911,0.1071,0.8072,0.0766
3238,05/13/13 03时14分10秒,0.0925,0.0911,0.1071,0.7804,0.0766
3239,05/13/13 03时24分10秒,0.0933,0.0911,0.1071,0.784,0.0766
3240,05/13/13 03时34分10秒,0.0925,0.0911,0.1071,0.7869,0.0766
3241,05/13/13 03时44分10秒,0.0925,0.0911,0.1071,0.8101,0.0766
3242,05/13/13 03时54分10秒,0.0925,0.0911,0.1071,0.8494,0.0766
3243,05/13/13 04时04分10秒,0.0925,0.0911,0.1071,0.8523,0.0766
3244,05/13/13 04时14分10秒,0.0925,0.0911,0.1071,0.8871,0.0766
3245,05/13/13 04时24分10秒,0.0925,0.0911,0.1071,0.8799,0.0766
3246,05/13/13 04时34分10秒,0.0925,0.0911,0.1071,0.8697,0.0758
3247,05/13/13 04时44分10秒,0.0925,0.0911,0.1071,0.8646,0.0766
3248,05/13/13 04时54分10秒,0.0925,0.0911,0.1071,0.8748,0.0766
3249,05/13/13 05时04分10秒,0.0925,0.0911,0.1071,0.8813,0.0766
3250,05/13/13 05时14分10秒,0.0925,0.0918,0.1071,0.8479,0.0766
3251,05/13/13 05时24分10秒,0.0925,0.0918,0.1071,0.8835,0.0758
3252,05/13/13 05时34分10秒,0.0918,0.0918,0.1071,0.8428,0.0758
3253,05/13/13 05时44分10秒,0.0925,0.0918,0.1071,0.8392,0.0758
3254,05/13/13 05时54分10秒,0.0918,0.0918,0.1071,0.8312,0.0758
3255,05/13/13 06时04分10秒,0.0918,0.0918,0.1071,0.8312,0.0758
3256,05/13/13 06时14分10秒,0.0918,0.0911,0.1071,0.8276,0.0758
3257,05/13/13 06时24分10秒,0.0918,0.0911,0.1078,0.8312,0.0758
3258,05/13/13 06时34分10秒,0.0918,0.0911,0.1078,0.7869,0.0766
3259,05/13/13 06时44分10秒,0.0918,0.0911,0.1078,0.7724,0.0766
3260,05/13/13 06时54分10秒,0.0918,0.0918,0.1078,0.8036,0.0766
3261,05/13/13 07时04分10秒,0.0918,0.0918,0.1078,0.8159,0.0758
3262,05/13/13 07时14分10秒,0.0918,0.0911,0.1071,0.8239,0.0758
3263,05/13/13 07时24分10秒,0.0918,0.0918,0.1071,0.8189,0.0758
3264,05/13/13 07时34分10秒,0.0918,0.0918,0.1071,0.8145,0.0758
3265,05/13/13 07时44分10秒,0.0918,0.0918,0.1071,0.8247,0.0758
3266,05/13/13 07时54分10秒,0.0918,0.0918,0.1071,0.8145,0.0758
3267,05/13/13 08时04分10秒,0.0918,0.0918,0.1071,0.7971,0.0758
3268,05/13/13 08时14分10秒,0.0918,0.0918,0.1071,0.8021,0.078
3269,05/13/13 08时24分10秒,0.0918,0.0911,0.1071,0.8116,0.0773
3270,05/13/13 08时34分10秒,0.0918,0.0918,0.1071,0.829,0.0773
3271,05/13/13 08时44分10秒,0.0918,0.0918,0.1071,0.8232,0.0773
3272,05/13/13 08时54分10秒,0.0911,0.0918,0.1078,0.8617,0.0766
3273,05/13/13 09时04分10秒,0.0911,0.0918,0.1071,0.8573,0.0766
3274,05/13/13 09时14分10秒,0.0911,0.0918,0.1071,0.8646,0.0766
3275,05/13/13 09时24分10秒,0.0911,0.0911,0.1071,0.8196,0.0766
3276,05/13/13 09时34分10秒,0.0911,0.0918,0.1071,0.8254,0.0773
3277,05/13/13 09时44分10秒,0.0911,0.0918,0.1071,0.837,0.0773
3278,05/13/13 09时54分10秒,0.0911,0.0918,0.1078,0.8123,0.0773
3279,05/13/13 10时04分10秒,0.0904,0.0911,0.1078,0.8588,0.0773
3280,05/13/13 10时14分10秒,0.0911,0.0918,0.1071,0.8908,0.0773
3281,05/13/13 10时24分10秒,0.0904,0.0911,0.1078,0.8668,0.0773
3282,05/13/13 10时34分10秒,0.0904,0.0918,0.1071,0.8813,0.0758
3283,05/13/13 10时44分10秒,0.0904,0.0918,0.1071,0.8842,0.0766
3284,05/13/13 10时54分10秒,0.0904,0.0918,0.1071,0.8479,0.0766
3285,05/13/13 11时04分10秒,0.0904,0.0911,0.1071,0.8297,0.0773
3286,05/13/13 11时14分10秒,0.0904,0.0911,0.1071,0.8348,0.0773
3287,05/13/13 11时24分10秒,0.0904,0.0911,0.1071,0.8268,0.0773
3288,05/13/13 11时34分10秒,0.0904,0.0918,0.1071,0.8741,0.0773
3289,05/13/13 11时44分10秒,0.0904,0.0911,0.1071,0.8879,0.0766
3290,05/13/13 11时54分10秒,0.0904,0.0911,0.1071,0.8486,0.0766
3291,05/13/13 12时04分10秒,0.0904,0.0911,0.1071,0.8777,0.0766
3292,05/13/13 12时14分10秒,0.0904,0.0911,0.1071,0.8661,0.0766
3293,05/13/13 12时24分10秒,0.0904,0.0911,0.1078,0.8864,0.078
3294,05/13/13 12时34分10秒,0.0896,0.0911,0.1078,0.8726,0.0773
3295,05/13/13 12时44分10秒,0.0896,0.0911,0.1078,0.9155,0.0787
3296,05/13/13 12时54分10秒,0.0904,0.0911,0.1078,0.8443,0.078
3297,05/13/13 13时04分10秒,0.0896,0.0911,0.1078,0.8297,0.078
3298,05/13/13 13时14分10秒,0.0904,0.0911,0.1078,0.8334,0.078
3299,05/13/13 13时24分10秒,0.0904,0.0911,0.1078,0.8697,0.078
3300,05/13/13 13时34分10秒,0.0904,0.0911,0.1078,0.8443,0.0773
3301,05/13/13 13时44分10秒,0.0904,0.0911,0.1078,0.8995,0.0773
3302,05/13/13 13时54分10秒,0.0896,0.0911,0.1078,0.8741,0.0766
3303,05/13/13 14时04分10秒,0.0904,0.0911,0.1078,0.8588,0.0766
3304,05/13/13 14时14分10秒,0.0904,0.0911,0.1078,0.877,0.0773
3305,05/13/13 14时24分10秒,0.0904,0.0911,0.1078,0.9089,0.0773
3306,05/13/13 14时34分10秒,0.0904,0.0911,0.1071,0.9104,0.0766
3307,05/13/13 14时44分10秒,0.0904,0.0911,0.1078,0.9067,0.0766
3308,05/13/13 14时54分10秒,0.0904,0.0911,0.1078,0.9125,0.078
3309,05/13/13 15时04分10秒,0.0904,0.0911,0.1071,0.9278,0.078
3310,05/13/13 15时14分10秒,0.0904,0.0904,0.1071,0.8857,0.078
3311,05/13/13 15时24分10秒,0.0904,0.0911,0.1071,0.8958,0.078
3312,05/13/13 15时34分10秒,0.0904,0.0911,0.1071,0.8922,0.0773
3313,05/13/13 15时44分10秒,0.0904,0.0904,0.1071,0.8864,0.0773
3314,05/13/13 15时54分10秒,0.0904,0.0911,0.1071,0.8922,0.0773
3315,05/13/13 16时04分10秒,0.0904,0.0911,0.1078,0.877,0.0773
